corpus,label
nhận được hàng rồi hàng đẹp như qc luôn hộp_nguyên shield,2
mới 1 ngày thì rơi ra rồi hơi buồn về sảng_phẩm,1
,2
ok,2
đẹp mượt,2
,2
,2
ốp đẹp hài_lòng tuy_nhiên cần thời_gian sử_dụng mới đánh_giá ốp có nhanh bị ố vàng ko giá hơi cao_mong đi kèm chất_lượng,2
hàng chuẩn_pin bền hàng đúng hình_ảnh mô_tả quá tốt,2
đã nhận được hàng hàng đúng mẫu_mã chỉ có một điểm chưa hài_lòng là dây_cáp sạc kèm theo chỉ cho đủ bộ không sạc đc_sạc rất lâu_vô dường_như chỉ để cầm pin còn lại trong hộp_nhạc dùng dây sạc_đt thì sạc vô_vù_vù chất_lượng thì để dùng thời_gian rồi sẽ đánh_giá tiếp kèm không có sách hướng_dẫn sử_dụng phải lên mạng tìm cách sử_dụng nói_chung tầm giá này thì cũng đáng đồng_tiền,2
,2
,2
dây sạc siêu_đẹp chắc_chắn và được gói cẩn_thận trong hộp,2
,2
chưa sử_dụng,2
tai nghe chỉ nghe được 1 bên chất_lượng kém,0
,2
sản_phẩm tốt_đẹp ổn trong tầm giá,2
,2
rất xịn và mượt nhỏ gọn,2
củ sạc_ok chưa thử tặng dây xạc sam_sung nhưng mình xài ip nói_chung ok so với giá,2
mới xài chưa biết kết_quả như nào,2
chuẩn,2
,2
,2
,2
,2
,2
ưng ý,2
sp ok,2
,2
giao đúng mẫu màu vàng đúng hàng chất_lượng,2
k kết_nối đc bluetoth,2
,2
đóng_gói tốt ship sớm hơn dự_kiến 1 ngày chất_lượng logitec thì khỏi bàn rồi,2
,2
,2
shop đóng_gói chắc_chắn đẹp an_toàn giao hàng rất nhanh sản_phẩm nguyên_seal đúng hàng chính hãng aple cảm_ơn shop và tiki,2
,2
theo thông_báo của đt thì sạc đầy máy mất 1 h30p cũng tương_đối nhanh giống với cái dây sạc nhanh cũ nói_chung là ok,2
ok,2
,2
,2
sp tốt,2
ổn đối_với mức giá key ghosting rất tệ nhưng quá rẻ để chê,2
dán xong cảm_ứng không được rất không hài_lòng,0
,2
đặt_hàng ngày 11 10 2019 thì ngày 14 đã giao cho mình về bút thiết_kế chắc_chắn nhẹ màu trang_nhã mới đầu bị nhầm_lẫn chức_năng của hai nút và tia laser_chiếu được xa còn lại sử_dụng ổn được tặng kèm theo 1 cục pin chưa sử_dụng nhiều nên cho 4 sao trước nhé,2
,2
,2
,2
dễ tuật ra khỏi tai nghe nghe không sướng,0
tốt tiện_lợi đóng_gói cẩn_thận giao hàng nhanh_phí giao hàng thấp,2
,2
bảng vẽ chắc_chắn chất_lượng thẩm_mỹ phù_hợp với giá tiền sử_dụng để giảng_dạy online cùng với phần_mềm ms_whiteboard hoặc scrble ink rất tốt,2
,2
sản_phẩm tốt sài ổn chỉ đẹp,2
,2
giao hàng nhanh_bộ sạc nhanh chính hãng nên dùng cũng yên_tâm vào pin nhanh nha sạc từ 5 lên 55 pin có 30 p 5 sao cho shop,2
sài đc,2
trong mô_tả sản_phẩm không ghi rõ là sim để quá 60 ngày không kích_hoạt sẽ bị thu_hồi số shop cũng không hỗ_trợ giải_quyết mọi người lưu_ý khi mua sim loại này,0
hàng đợt này khác xa đợt trước mình mua cũng là m221 mà mẫu_mã đến cách dùng khác nhau hoàn_toàn giờ làm_sao trả hàng được mình sẽ trả ngay,1
sạc nhanh dây chắc_chắn đèn nhấp_nha nhấp_nháy đau cả mắt,2
ok hang dung_mo ta giao hang nhanh,2
dùng rất ok kết_nối nhanh rất hài_lòng đã dùng qua sản_phẩm no_name khác nhưng thấy tp link rõ_ràng thương_hiệu tốt,2
rất tốt,2
tốt,2
,2
tikinow thì ko nói về chất_lượng nhưng tiki nên quán_triệt lại với mấy ông giao hàng nhé 1 không biết đường cũng như ko biết cách tìm nhà 2 gọi cho khách_hàng hỏi xong rồi cũng ko biết đường đi mà bảo tới rồi để khách_hàng từ trên lầu xuống đứng chờ 1 hồi lâu mới thấy tới gói tikinow của tôi hôm_nay là hết tôi đang cân_nhắc lại việc gia_hạn chứ mấy ông giao hàng của tiki dạo này rất bát_nháo lần nào cũng để chờ mấy ổng một hồi lâu hết,0
phím bấm hơi cứng_cầm nắm ok,2
xài ổn,2
mua 2 loại 2 giá khác nhau mà nhận được cùng một loại ko hiểu ntn,0
chuột dành cho chơi game nhờ chuột_nà mà yasu của tui đã gây ám_ảnh cho team mình không biết_bao_nhiêu lần cám_ơn logitech,2
,2
vừa bóc hộp xài ok đèn ban_đêm rất đẹp nhé hoàn_thiện tốt 5 sao,2
máy đẹp như hình_âm_thanh nghe vừa_phải không bị rè sẽ tiếp_tục ủng_hộ,2
ốp đẹp vừa máy rất ưng luôn tiền nào của nấy tốt nha,2
,2
new nguyên_seal mở ra kết_nối rất nhanh_âm_thanh chất_lượng xứng_đáng với giá tiền tiki khá uy_tín giao hàng nhanh tuyệt_vời nha,2
tốt,2
,2
mình có mua cùng 1 lúc 2 sản_phẩm cùng mẫu này của firo và 1 mẫu như_vậy bên shop khác và có sự so_sánh hàng firo về độ hoàn_thiện rất cao chất_liệu tốt kê máy rất cân và êm không bị rung_lắc hay trơn trượt gì cả về giá_cả có cao hơn shop kia nhưng mình thấy với chất_lượng này thì thật_sự quá lý_tưởng nói_chung nên mua hàng chính hãng để an_tâm về sản_phẩm,2
chuột nhạy lắm,2
,2
sạc nhanh tốt cầm chắc tay,2
phím bấm êm_chuột chạy mượt dùng được 1 ngày thấy rất ổn màu_sắc lạ_mắt trẻ_trung chỉ có cái hộp sp lúc giao_hơi móp méo chút,2
hay,2
giá đỡ laptop thiết_kế gấp gọn và có kèm túi đựng bằng nhung rất tiện_lợi nhìn vẻ bên ngoài sản_phẩm thì chất_liệu nhôm thuộc loại tốt hơn rất nhiều so với các dòng cùng loại trên sàn giao hàng nhanh đặt buổi sáng là trưa có liền không mất_công chờ_đợi vì đúng giờ nghỉ trưa của mình phần cao_su của sản_phẩm được bố_trí mặt_độ hợp_lý và dày nâng hạ rất linh_hoạt sẽ ủng_hộ shop ở những sản_phẩm tiếp_theo hàng hãng nên có chất_lượng tốt hơn các hàng khác nhiều nên mình cực_kỳ yên_tâm khi mua_sắm rất hài_lòng thank you,2
sp tốt,2
,2
,2
tạm_thời thấy khá ok,2
chuột màu xinh lắm ạ cảm_ơn shop nhé,2
sp đúng như miêu_tả còn bền hay ko thì phải thêm 1 thời_gian nữa,2
sản_phẩm tốt_viền thiết_kế mỏng hơn sẽ càng thời_trang,2
công_suất lớn kích_thước nhỏ gọn lại được tặng thêm cọng cáp c c xịn,2
sản_phẩm ổn đúng mô_tả giá hợp_lý,2
san pham ok tiki giao hang rat nhanh toi thich deu do nhat,2
,2
,2
ảo ma thật sạc thử từ 83 pin sau nửa tiếng vẫn 83 sạc tốc_độ nhanh thật,1
sạc vào pin nhanh không nóng,2
có nhận được hàng đâu mà ap báo là giao hàng thành_công,0
,2
,2
,2
,2
,2
mouse bị lag khi mình dùng cùng với hdmi,2
,2
,2
về tổng_thể sản_phẩm nhìn_chung là tốt tuy_nhiên khi nhận hàng thì 1 bên của đế bị mất 1 con óc vít,2
sản_phẩm như quảng_cáo tiki giao hàng nhanh,2
sau 2 ngày sử_dụng quen dần với chuột mới nhìn_chung là đáp_ứng rất tốt kỳ_vọng của mình tuy_nhiên do bàn_tay mình hơi to nên nếu chuột dài và chiều ngang rộng hơn 1 tí thì sẽ thích hơn,2
,2
sạc tốt dây thẳng không bị gập đầu sạc chắc_chắn kết_nối ổn_định pin lên đều chỉ có cái đèn là hơi chóa_mắt khi sạc buổi tối_ảnh để nhận asa,2
,2
,2
,2
,2
dây tốt chuẩn,2
,2
ốp lưng bo_khít với điện_thoại và màu viền cũng hợp nhựa nhìn chắc_chắn lưng hơi bám vân tay chút nhưng cũng ổn,2
,2
,2
,2
giá đỡ lỏng_lẻo không chắc_chắn khi để laptop lên dùng khá khó_chịu vì một bên đỡ không bằng với bên kia,0
hàng như mô_tả kết_nối ổn_định nghe tốt,2
shop làm_ăn uy_tín lắm mọi ng ạ lần đầu mua kết_nối 2 bên k được shop đổi hẳn cho cái khác mà k cần chờ hàng mình hoàn về luôn nếu k đuoc shop còn hoàn tiền lại cho mình nua tai nghe xịn xò lắm nhìn đep êm_tai k bị rơi ra khi hoạt_động mn ủng_hộ shop nhé,2
,2
,2
siêu xịn xò,2
,2
đồng_hồ chuẩn như quảng_cáo,2
m mới đặt_hàng tiki hỗ_trợ giao nhanh 2 h hi_vọng tai nghe chất_lượng tốt màu xanh đẹp nha,2
đẹp,2
,2
,2
giao hàng nhanh nhân_viên giao hàng nhanh_nhẹn thân_thiện hòa_nhã tận_tâm tôn_trọng khách_hàng sản_phẩm đúng như mô_tả,2
ok,2
hài_lòng,2
,2
sp xài rất tốt,2
bao da rất ưng_ý giá hợp_lý,2
,2
,2
,2
,2
tốt lắm,2
bàn_phím này có nút chuột phải bên dưới giống loại thông_thường giúp công_tác kế_toán nhanh dòng này là dòng trung của logitech xài thấy rất ưng góp_ý nhà sx nên hạ mỏng phần đáy và làm_độ nảy các nút hơn_nữa là ok,2
,2
,2
ổn_định kết_nối nhanh giao hàng tốt,2
giao hàng nhanh đóng_gói cẩn_thận nhưng khi kết_nối trong cùng 1 phòng khoảng_cách chưa đầy 5 m nhưng nghe nhạc bị lag cảm_giác không mượt,1
sai san_phẩm shop ơi check lại,0
,2
,2
,2
,2
sản_phẩm ok,2
,2
,2
,2
đảo mua case có khe cắm pen giờ lại không,0
,2
hàng rất ok nghe nhạc 3 g mà vẫn ok nên mua,2
ok,2
hàng bị móp_méo bán hàng kém chất_lượng,0
sản_phẩm tốt,2
thích,2
ok giao hàng nhanh trong ngày,2
bàn phím ok sử_dụng rất tốt gõ nhẹ nhành,2
,2
tot,2
các bạn hỗ_trợ kích_hoạt_sim rất nhanh gắn vô_xài được ngay,2
sản_phẩm đóng_gói kĩ_giao hàng cực nhanh,2
,2
sạc tốt có thêm dây_sạc là điểm cộng,2
thẻ dùng rất tốt,2
,2
tốt,2
giao hàng nhanh nhưng chất_lượng sản_phẩm chưa tốt mình đã dùng một thời_gian và thấy băng_thông khá kém mặc_dù mình ở hà_nội về tỉnh thì càng tệ hơn,1
,2
,2
,2
,2
tuyệt_vời giá rẻ mà chất_lượng sạc được cả ipad_sạc rất nhanh nhé,2
,2
,2
,2
giao hàng nhanh hy_vọng những đơn trong cùng tỉnh tp thì khoảng 3 ngày trở_lại là giao thành_công chất_lượng dùng đc,2
,2
chuột quá hịn_nguyên đai nguyên_kiện đúng là con nhà ông chất chấm điểm 10 cho 1 con chuột game như này led đa_màu chuột rất cứng_cáp cầm đằm tay_chơi game phê_pha hết ý đợt tới sẽ mua thêm con trắng nữa cho đủ bộ bỏ tiền ra mua cũng bõ,2
,2
,2
,2
,2
,2
tốt,2
,2
ok,2
,2
,2
,2
,2
quá tệ mình mua phải 10 cái tai nghe xiaomi piston lite ở tiki trading nhưng đến cái này thì bực quá bực_nghe thì tạm ok nhưng mic lúc được lúc không gọi đt cho khách thôi mà nó giật_giật muốn ném luôn cái đt,0
,2
,2
,2
,2
khá tốt để kẹp trên lap thì hơi khó điều_chỉnh một xíu còn lại âm_thanh hình_ảnh không có gì phàn_nàn lắm,2
kiểu_dáng đẹp gọn_nhẹ đeo nghe nhạc rất thích,2
,2
,2
sản_phẩm tốt nhưng đơn_vị vận_chuyển không tốt nhiều khi sản_phẩm bị hư do đơn_vị vận_chuyển chứ không phải do đơn_vị cung_cấp,2
không có kẹp để gá vào màn_hình nên wc rất khó bố_trí chỗ để,2
,2
,2
hàng đúng chính hãng rất vừa ý giao hàng đúng hẹn rất nhanh,2
bạn ơi cái này sao bên tiki trả_lời là không hỗ_trợ xuất_hóa đơn vậy,1
kiểu_dáng đẹp đi chuột_êm nếu đã mua sản_phẩm này thì khuyến_khích mua thêm em bàn_phím k380 nữa để tối_ưu_hóa ipad máy_tính bảng của bạn,2
chuột vẫn đúng chất_lượng logitech trọng_lượng hơi nhẹ quá nhưng vẫn thoải_mái cực_kỳ tặng sẵn 1 cục pin khá tốt nữa sẽ ủng_hộ lâu_dài,2
,2
,2
hàng bt còn bền_ko chưa biết tạm_thời 4 sao,2
đẹp nhỏ gọn vợ mình bảo dùng ok phết,2
mua giá 450 cũng ổn rồi giá ok hơn các bên khác ship now 2 h đêm qua đặt sáng nay có,2
,2
sản_phẩm dùng ổn vừa với giá tiền có 1 điểm mình ko_thích là chuột và bàn_phím xài pin tiểu_giá mà sạc được thì tốt,2
mua dây lightning giao micro,0
he,2
chuột mướt giao hỏa_tốc siêu nhanh,2
,2
sử_dụng ok_giáo hàng nhanh,2
,2
sản_phẩm tốt_đẹp màu_sắc đúng trên trang nhưng không khích với ipad 11 inch hơi lõng_lẽo một_chút thôi,2
,2
,2
nhẹ di_chuyển tốt,2
,2
,2
,2
,2
sản_phẩm tốt dùng ổn_định dây hơi cứng,2
sử_dụng tốt,2
,2
,2
,2
,2
,2
,2
god,2
,2
,2
11111,2
,2
tệ phí tiền không dùng được cho máy_tính không có tiếng lẫn ko sử_dụng được mic đề_nghị tiki trả lại tiền nếu không sẽ không bao_giờ mua hàng tiki nữa,0
không nên mua vì dùng chỉ được 3 tháng đã không sử_dụng được nữa,0
sản_phẩm rất tốt mình mua dùng hơn 1 tuần mới viết đánh_giá sản_phẩm rất tốt trong tầm giá 4 cổng đều dùng rất tốt usb nên cho shop 5 sao những_ai mua về để làm_việc thì rất tốt_đáng mua,2
hàng rất tốt rất nét chính hãng mình rất hài_lòng mọi người nên mua nha 5 sao cho shop,2
hàng chính hãng giá tốt tuy_nhiên không biết sao 1 bên hộp đã bị khui,2
,2
bền chắc sạc nhanh rất đáng để trải_nghiệm,2
,2
ok,2
hài_lòng,2
,2
thiết_kế không tiện lơi_đầu tai nghe to đeo lâu cọ sát_tai bị cấn ngứa lớp vải bao bên ngoài dây không đủ độ dài và co_dãn làm hở phần dây bên trong dễ_rối dây,0
di_chuột mượt kiểu_dáng đẹp,2
bàn_phím mua đã xài đc 1 tháng cũng khá ok,2
,2
hộp chắc_chắn đẹp_đẽ chất nhựa tốt có thẻ bảo_hành nắp che cam lỏng_lẻo nên mình bỏ luôn hình_ảnh có màu nịnh_mắt song_hơi gai không mượt vòng_chỉnh nét hơi khó xoay mic tiếng to rõ mình mua thay cho con logichtech c270 bị hỏng so về tổng_thể thì con này không bằng,2
ok,2
,2
giá này thì hàng cũng thế_này thôi_ko đòi_hỏi hơn được,2
dây_cáp sạc đa_năng 2 trong 1 usb type c micro usb xiaomi 1 m hàng chính hãng,2
chưa dùng lên chưa biết chất lương như nào,1
hàng đẹp và chẩt_lượng tốt lần đầu_tiên mua hàng của shop mình thấy rất chi là ok hàng rất xịn giao nhanh và đóng_gói cẩn_thận,2
,2
,2
,2
,2
,2
chất_lượng âm_thanh tuyệt_vời bas tốt,2
sản_phẩm không sạc được pin,0
chuột đẹp mày đỏ đậm khá xinh_nhấp chuột nhayh khá thích mình hải_lòng,2
giao hàng nhanh đóng_gói cẩn_thận,2
,2
,2
sử_dụng rất tốt và giao hàng đúng chất_lượng,2
chống ồn tốt hơn airpod 3 nhỏ gọn và khít_tai nói_chung là rất hài_lòng,2
sạc nhanh đóng_gói cẩn_thận khá uy_tín sẽ ủng_hộ shop thêm,2
,2
,2
,2
âm_thanh tốt hàng chất_lượng chắc_chắn tiki giao_hành nhanh,2
chống ồn vừa_phải chất_lượng âm_thanh ok chưa hay lắm với tầm_giá nhưng chấp_nhận được mong dùng bền_tai nghe có_thể biến_tấu theo phụ_kiện vòng_tay khá thú_vị,2
,2
,2
nam châm_yếu dễ rớt dây ngắn nên khó_khăn khi xạc pin,0
,2
ốp chắc_chắn đẹp đóng_gói ok có một điểm trừ chút ở các nút bấm chưa được mềm nhưng nhìn_chung ổn hình_ảnh chỉ mang tính_chất_minh họa,2
,2
chuột xài tốt cho tác_vụ thông_thường gọn nhỏ phù_hợp đem đi làm nhưng nếu làm_việc nhiều thì hơi nhỏ đối_với người có ngón tay dài,2
dùng được một tuần thì sạc chập_chờn lúc vào lúc không,1
,2
,2
,2
ok,2
,2
,2
,2
,2
,2
,2
đã nhận được hàng đóng_gói cẩn_thận khi đưa vào sử_dụng chế_độ bluetoth thì rất chập_chờn trong khi con chuột gần 500 k buồn về chất_lượng,0
mới nhận hàng có địa_chỉ rõ_ràng của công_ty và bảo_hành nhưng ko có hướng_dẫn sử_dụng máy mới_phải cắm sạc pin loay_hoay mãi mở nhưng ko có tí pin nào phải cắm sạc chất nhựa được,2
,2
,2
giao hàng nhanh đóng_gói cẩn_thận có tem niêm_phong_phát bluetoth mạnh cắm vào là xài được ngay ko cần tải drive đang xài windows 10 pro còn độ bền thì thời_gian mới biết cho shop 5 sao,2
sản_phẩm đúng mô_tả,2
sp tốt,2
,2
hàng mới chính hãng đủ dung_lượng giao hàng đúng hẹn,2
kính đẹp hộp xịn xò chống nhìn trộm tốt đặt tiki now hẹn 12 h mà mãi gần 1 h chiều mới giao làm mình lỡ việc,2
giao hàng nhanh shiper thân_thiện sản_phẩm của sony thì chất_lượng có_thể yên_tâm_tai nghe có âm_bas khá rõ nếu kết_hợp với máy nghe nhạc có bas với mức giá như này thì chất_lượng tốt tuy_nhiên dây_tai nghe hơi mảnh mọi người nên mua dây cuốn để tránh_rối và đứt dây,2
,2
,2
cứu_rỗi cả cái tai nghe zin cũ mừng quá_chừng,2
lùa đảo bán_sim hết hạn không sử_dụng được,0
dùng ok nghe nói rõ_ràng,2
,2
,2
,2
god,2
,2
,2
,2
,2
tốt,2
,2
,2
giao hàng nhanh đã sử_dụng sóng mạnh mọi người nên mua,2
tuyệt_vời,2
giao hàng nhanh đúng chất_lượng,2
đang xử_dụng thấy oke,2
,2
mượt mà nút bấm êm_kết_nối ổn_định rất chất_lượng mình đã mua hai con,2
giao hàng đúng hẹn_áp dùng ô kê la,2
,2
sạc nhanh không nóng_máy và sạc,2
,2
,2
,2
nghe hay âm_bas êm,2
ok,2
,2
mua xong trả tiền xong yêu_cầu xuất_hđ nguyenvustore ok bảo chờ 7 ngày xuất kiên_nhẫn đợi gần 2 tuần im_chả nói_năng gì nhắn_shop mới bắt_đầu hỏi lằng_nhằng số đơn hàng rồi bảo tôi không điền_thông_tin gì đó không xuất được sự_thật là tôi có mua món hàng và yêu_cầu xuất_hóa đơn làm bằng_chứng bảo_hành thì có gì sai_trái đơn_giản thế thôi mà shop làm kiểu như tội_lỗi tại tôi nên tôi phải ráng chịu cho 1 sao vẫn cực_kỳ khó_chịu và ức_chế cứ chực khách_hàng quên_điền thông_tin xong đỡ mất 1 cái hóa đơn ok lỡ trả tiền rồi phải đi van_xin thôi coi như bỏ mua cái kinh_nghiệm,0
,2
sản_phẩm dùng tốt cắm dễ_dàng cái này đầu usb nhưng cắm vào là dùng cả video và micro cùng 1 lúc hình đúng mô_tả,2
hàng đóng_gói cẩn_thận vận_chuyển rất tốt sản_phẩm có bề_mặt khá mịn đúng như miêu_tả sản_phẩm,2
giao hàng lâu_ốp hơi mềm,2
chuột kiểu_dáng màu_sắc_đẹp kết_nối bluetoth nhanh_xài đã tay nhé mọi người,2
đẹp giao nhanh hàng còn seal,2
hàng đóng_gói cẩn_thận giao rất nhanh đúng như quảng_cáo,2
xịn xò,2
hơi to nên không bám chắc nhanh đâu tai,2
chất_lượng với sản_phẩm đã mua,2
rất hài_lòng cải_thiện tốc_độ giao_ko như đợt dịch mới đặt chiều_qua mà 12 h trưa nay nhận dc rồi dù mình chọn giao thường giá cũng rẻ hơn sàn laz hay,2
đặt 13 promax mà gửi xs như thế_này ai dám mua,0
,2
,2
chưa check nhưng đến_cùng 1 thương_hiệu nên cũng tin_tưởng,2
,2
không hài_lòng shipe giao hàng thì giao không kịp thì báo kh không điện giao cứ báo giao hàng_không t ành công lần 1 xao lờ,1
,2
âm_thanh tốt còn bền thì để trải_nghiệm một thời_gian mới biết,2
,2
,2
,2
sản_phẩm đẹp mới đầu bỏ sim không nhận sau 1 lúc thì được dùng tạm ổn đánh_giá 5 sao cho shop,2
,2
,2
chuột mượt màu rất xinh,2
,2
,2
nghe nhạc ổn mà không sử_dụng cho mic thu_âm được,2
,2
,2
,2
,2
sp không hoạt_động tốt nut nhấn chuột bị đơ,0
,2
,2
chất_lượng sản_phẩm thì chưa bàn tới mua được mấy tháng thì sạc khogn vào điện gọi bảo_hành tiki tiếp_nhận rất ok lần 1 nhân_viên giao hàng nhanh ghn 3 ngày sau mới liên_lạc bảo mình tự đem ra phạm_văn đồng mình không đồng_í và yêu_cầu thu_nhận lần 2 lần 2 cũng nhân_viên ghn đó gọi hỏi có phải anh hải không mình trả_lời là không và tắt máy mình gọi lại 2 lần lần 1 bận lần 2 không nghe máy và phiếu thu thu_hồi bị hủy lần nữa yêu_cầu lần 3 cũng nhân_viên ghn đó gọi bấm trả_lời chỉ nghe tiếng gió lào_xào như kiểu vừa lái_xe_máy vừa gọi mấy phút sau thấy phiếu bị hủy lần nữa cảm_nhận của mình là sản_phẩm này được nhiều người đánh_giá tốt thời_gian đầu mình dùng cũng ok nhưng dịch_vụ bảo_hành quá tệ mình biết đây là lỗi của bên ghn nhưng không biết phản_ánh ở đâu gõ vào đây cho đỡ bực,0
,2
,2
,2
rất ưng_đáng mua nhá mọi người ơi,2
ko chất_lượng cảm_ứng ko nhạy,0
,2
,2
hình_ảnh rất mượt nhưng âm_thanh rất rè gây khó_chịu cho người nghe so với giá tiền 549 k thì tệ quá,0
sản_phẩm nguyên_seal giao hàng chậm tuy là ship_gói 29 k giao hàng trong 2 h đặt lúc 9 h sáng mà sau 12 h mới giao tới coi lai cái vụ giao hàng trong 2 h nha,2
chuột dùng mượt bấm phím êm,2
hàng chỉ để trưng cho đẹp,1
giao hàng siêu nhanh chất_lượng cực ổn so với giá tiền luôn âm_thanh cực sáng và rõ bas nghe êm đối_với mình thì khá đỉnh highly recomended mn mua luôn á,2
,2
đồ của ugren thì chất_lượng khỏi phải bàn đóng_gói bao_bì kỹ_càng chất_lượng gia_công tốt sử_dụng không có vấn_đề gì ngoài_ra mình còn cắm cable otg vào điện_thoại để xem hình chụp bằng máy_ảnh cả file raw và jpeg đều nhận xem được khá tốt,2
mua và dùng được 1 tháng đầu thấy ok nghe rõ pin trâu nhưng hay tuột khỏi tai nếu ko nhét chặt để lâu 3 tháng ko dùng thì khi bật lên chỉ còn nhận được 1 bên tai nghe 1 bên chết hẳn dù chưa bật nắp ra nhưng thỉnh_thoảng tai nghe vẫn sẽ tự kết_nối với điện_thoại đang xem youtube ko hiểu tại_sao lại mất_tiếng để_ý mới thấy là do tai nghe đã kết_nối,0
tốt,2
,2
hàng đã đổi trả 1 lần do vấn_đề bộ xạc nhận hàng lần 2 thì vẫn như_vậy pin xuống nhanh cực_kỳ,0
,2
,2
,2
đã nhận được tai nghe shop giao nhanh tai nghe này mình đã sử_dụng trước đó nên thấy khá ok,2
,2
sp tốt chơi game và làm_việc ok mua tận 2 em luôn,2
di_chuột mượt_phím bấm êm nhẹ,2
,2
,2
đã nhận đc hàng đóng_gói kỹ đẹp cảm_ơn,2
,2
sản_phẩm nhỏ gọn một ngăn phù_hợp nhu_cầu,2
,2
dòng rẻ mà bền của trong tầm_giá của logitech_nhấp chuột mượt sử_dụng con này hư nay lên tiki mua lần đầu thấy rẻ hơn tiệm,2
sạc nhanh thật chất_lượng vỏ chân cắm xịn xò,2
giao hàng nhanh đóng_gói cẩn_thận chất_lượng đang sử_dụng thử thấy ok,2
,2
dễ sử_dụng,2
,2
,2
u,2
thời_gian sử_dụng chưa biết ntn nhưng vẫn cho 5 sao,2
tai nghe âm_thânh ok,2
,2
hình_thức ổn cứng_cáp sạc ok,2
,2
,2
,2
,2
,2
mic bị lỗi ko biết liên_hệ vs_nha sản_xuất làm_sao,0
giá_cả phù_hợp chất_lượng,2
,2
,2
,2
god,2
shop uy_tín hỗ_trợ khách_hàng,2
chuột dùng mới dc 2 tuần thấy ổn_sạc thì khó vào điện giá_thành này thì chấp_nhận dc lúc này là ko sạc điện vào chuột dù đã đổi dây sạc dùng 5 ph là ko bám dc nữa tiền nào của đó,2
giá đỡ nặng và việc gắn các đầu móc_hơi bất_tiện chút còn lại ổn_định,2
,2
,2
chất_lượng tốt giao hàng nhanh,2
sản_phẩm khá tốt nghe được tiếng bas khá_lực tiếng tres rõ_ràng nghe khá to_pin cũng ok màn_hình led rõ nét cực_kỳ chin_ưng nhất là qua những mà hình này nam_châm rất ổn không bị rơi cảm_ứng khá nhạy nó chung là trong tầm_giá thì con này quá ok rồi giao hàng đúng hẹn tiki và shop bán hàng uy_tín thật,2
,2
ngon,2
chuột dùng khá mượt_tiện tay nút bấm nhẹ trông hình_dáng khá bắt_mắt,2
dùng tốt,2
,2
,2
,2
ok,2
,2
không dựng được ipad_mini như hình_ảnh mô_tả,1
nghe êm rõ,2
,2
,2
chuột chạy rất chuẩn cảm_ơn shop về quà tặng chuột này có chế_độ ngủ tiết_kiệm pin,2
sử_dụng được nhưng k biết có bền không,2
,2
,2
giao hàng nhanh hình_thức đẹp chất_lượng hoàn_thiện tốt chi_tiết chỉn chu_hài_lòng với sản_phẩm,2
đây là lần thứ 2 mua loại chuột này chuột dùng tốt và bền phù_hợp với những người dùng phổ_thông chuột hơi to có đôi_chút khó_khăn với người có bàn_tay nhỏ khi mới đầu sử_dụng,2
,2
,2
,2
hài_lòng ưu_sạc rất tiện_lợi vì có 2 ổ usb mẫu_mã đẹp nhỏ gọn_sạc khá nhanh_nhược có cảm_giác bị tê khi vừa sạc vừa dùng đt 2 chân_sạc nối_liền với nhau bằng 1 thanh nhựa lo_lắng về độ bên,1
,2
,2
ổn hơn giá tiền có đầy_đủ tiện_nghi chuột khá vừa tay so với cái chuột khác cầm vừa vặn chuột khá nhạy_k_thể yêu_cầu độ_nhạy như chuột gaming vài triệu được nhưng lướt_web và các tác_vụ ngoài chơi game thì rất ok mỗi tội tiếng kêu hơi to cũng k đòi_hỏi vì giá_cả v là quá ổn rồi cám_ơn shop,2
,2
đóng_gói đẹp sp_nguyên seal đẹp bóc ra nghe ok âm_thiên trầm,2
,2
với những bạn thường_xuyên sử_dụng laptop để đánh_máy thì nên sắm một em này nhé phải nói là dễ gõ hơn bàn_phím trên máy và cực_kỳ tiện_lợi khi sử_dụng thì chỉ cần cắm dây vào và dùng thôi sử_dụng bàn_phím trên laptop nhiều đến lúc hư_hỏng thì phải thay sửa_chữa rất phiền_phức và đặc_biệt tốn khá nhiều chi_phí nhưng với một em bàn_phím riêng thì chúng ra chỉ cần sửa_chữa hoặc thay mới với giá cực_kỳ rẻ em mua em này với giá chỉ 149 k thôi đó mọi người ơi quá rẻ cho một thiết_bị công_nghệ,2
ko đính kèm quà tặng như quảng_cáo,0
giao đúng hạn chất_lượng tốt,2
,2
êm_ái không tiếng_động ít_hao pin,2
giao hàng nhanh đóng_gói cẩn_thận chuột dùng tốt,2
,2
tiki và shop đã xử_lý cảm_ơn,2
tốt,2
sạc nhanh ổn_áp nên mua nha,2
mượt lắm mọi người ơi xịn cực luôn á_xài đã cực luôn đóng_gói của tiki là xịn xò khỏi chê,2
,2
,2
giao không đúng mô_tả của sản_phẩm bán_đầu đọc cf nhưng giao sd,0
gắn vào máy_tính không hoạt_động không có tín_hiệu,0
,2
,2
sản_phẩm chất_lượng,2
âm_thanh ổn_áp lắm ạ dây_bọc cao_su nữa nên cũng đỡ lo bị gãy trong quá_trình quấn_tới quấn_lui sử_dụng tiki ship cũng nhanh nữa ạ,2
bàn phím em vừa mua hqua có nút f4 kh đc_nhạy lắm em có_thể đổi lại chứ shop ơi,2
chưa chắc_chắn lắm hơi ngắn,2
